'text','place_name'
'RT @mashable Royal Wedding Snapshot: Who Got the Most Buzz? [INFOGRAPHIC] http://t.co/c19ZUl8 ','LA'
'@NoWordsNeeded morning ','NY'
'@NoWordsNeeded wat got u so sweepy party guy ','NY'
'@NoWordsNeeded didnt u say this is ur second time waken up 2day?! ','NY'
'Oooomg all my favorite people r having babies i already have 7nephews and 2 nieces  now a third......yaaaaaaaaay ','NY'
'i wanna a baby now!!! ','NY'
'Or mayb i could rent 1?? ','NY'
'@BON_JOVII &lt;=== lookin too yumm yum eat em up good how could i not follow ','NY'
'In the whip driving to the pawty with Vado Jeanluc Angelica Zoe and the other girl ','NY'
'@brittycentxo where are you? I JUST woke up ugh ','LA'
'@brittycentxo like where for work?? Were coming out to hwood!! Annd I got a place tonight!!! Loves u ','LA'
'Def took a long nap.... Now time to hit up Hollywood with @jeffreestar & @notwitcasey! Whats going down hollyweird? ','LA'
'Bout to smoke a bowl with @notwitcasey then passing out! ','LA'
'@cjvolschenk wtf is vile vallo ','LA'
'Night 2 of going to bed at 6am! Cuddles with @notwitcasey and @jeffresstar. #Hiiiiiiiiiii ','LA'
'#Shesthe1:) #gassedtweet ','NY'
'Good morning Lovelys....lastnight was crazy fa no reason ','NY'
'Man u new wassup we already made a deal i said we could cupcake ,but these cupcakes aint got no fill #NoFeelings ','NY'
'I saw my X lasnight n he was wit his new chick.....he was all up n my face n she was all ova my shit ','NY'
'You just mad cause im Stylen on ya!!! ','NY'
'Panel on Internet Freedoms & Failures w/ Joe Menn, David Sarno + more. http://4sq.com/lElv63 ','LA'
'His bitch waz in my fizace like she wantd 2 taste my kitty kat!!! ','NY'
'Dnt underestimate me ...i could snatch yo beezy!!! ','NY'
'Happy. Birthday to my brotherrr savage KASH ! ! ','LA'
'Dnt get me wrong I LOVE BLACK WOMEN....but i cant stand you black BITCHES!!!! ','NY'
'@brittycentxo id love too! Ima be in oc all day but I should be home semi early! Ill call u! ','LA'
'Ew honestly I can never sleep in! Fuck my life!!! OC today for the millionaires bbq!! ','LA'
'@aaronSTEREOS I wont be grows up till I smoke a fatty with you obvi ','LA'
'I dnt get mad ... i get ova ','NY'
'@MioSmiles come see me mio! ','NY'
'Whod like to do Brunch with me 2morro? Craving an opportunity to eat out. ','NY'
'@iamreggiemoore idk bra ','NY'
'@DontBlinkTwice I miss the funny faces you make when I get you mad ','NY'
'Red Rum! ','NY'
'showd u a lil bit nw im ready 2 show u da rest of me u cn me @ my worst nw u have da best of me gone threw da &lt;3aches that was luv testn me ','NY'
'@AlphadogIV im fina come ur way then when shit get ugly!! Lol ','NY'
'I thought Obama was Osamas lil brother!!? *kanye shrug* ','NY'
'@AlphadogIV lol i just aint got no gun ','NY'
'If anythin really does happen in 2012 the government probably guna say it has somethin to do with this Osama bullshit...#retaliation ','NY'
'@AlphadogIV :-)  good ','NY'
'So whos gona b the first to come out wit a Bin Laden T-shirt?? ','NY'
'Damn i hate gettn water in my ear ','NY'
'U know...this means war!! *bugs bunny voice* ','NY'
'@CorleoneAshley: Bob Hadababy Itsaboy lmaolol i said that yesterday ','NY'
'Shake what you got in dem jeams dem jeans Guurl grab da wall n shake it like a salt .....sry feeling a lil Master Pish ','NY'
'Im Country, she Country,We Country come closer its a free Country damn u cute Gurl u fine keep it right there im fina make u mine ','NY'
'Emotional boys are like Girls with dicks........just something i dont wana see ','NY'
'Military Industrial Complex Hard At Work Manufacturing New #Osama Bin Laden (UBL) ','NY'
'you know who really wins with the demise of Osama Bin Laden? Muslims across the world who are NOT Osama Bin Laden ','NY'
'@elleesttrois what is that #tyt hashtag? ','NY'
'@NicoleBessette not usually.  A better effect is to shake the set. ','LA'
'Spent my Sunday at the MOCA street art exhibit. Way cool. A must see if your in LA.   http://t.co/h4PBe3I ','LA'
'@dancingdiva wow thanks. i actually fell asleep waiting for obama to talk. woke up and thought id dreamed the whole thing ','NY'
'@AmaniOnEarth in that he has so misrepresented islam for the past 20 years at their expense and is finally gone ','NY'
'crowds gather in u.s. capital to celebrate the murder of an extremist muslim leader #nationaloppositeday? ','NY'
'@JimmyHackeysack thanks mr. hackeysack! ','NY'
'@ariaarari extremist muslim leader ','NY'
'@ariaarari yeah i see what you mean. it was mostly for joke construction purposes. see my tweet before that one. ','NY'
'@ariaarari separately, he hid behind islam as his justification. those other two figures didnt so prominently use religion ','NY'
'@ariaarari yeah i love that dude. met him back in 2006 or 2007. one of our best reps in congress ','NY'
'#bored. ','NY'
'Ill be doing my first live interview with @castlefanradio tomorrow night. Currently tuning up! ','LA'
'@NicoleBessette the set would be on a gimbal...(think flight simulator).  Check out http://t.co/r3ZzjDq for more on stabilization. ','LA'
'@NicoleBessette thank you for that!  I hope to add a lot more to the site in the future. ','LA'
'@NicoleBessette my to-do list is long but the website is on that list. ','LA'
'New Event: thinkLA Mobile Breakfast. A Hands On Approach to Mobile We know mobile is big, and should play a larger... http://bit.ly/j0rF1X ','LA'
'New Event: Predictive Security: Plan Ahead to Stay Ahead of the Next Security Threat. Sponsored by CDW and... http://bit.ly/lgzjnl ','LA'
'#everytime!!!!! Smfh @summerrrm u wanna txt me sis? ','NY'
'@mikkkay_ #rascallflatts&lt;33 ','NY'
'@mikkkay_ txt me? We havent talked in madd long ','NY'
'@MacMiller u are the #bestrapperalive keeep spittin cuz ur shit it drippin:p ','NY'
'New Event: 2011 W Award Celebration, Women Inspiring Women. Join RWN for the Presentation of the 25th Annual W... http://bit.ly/j5hm5l ','NY'
'@CLCAdvisors Did something happen? ','NY'
'New Event: LACFLAs Third Annual Diversity Workshop. THIRD ANNUAL DIVERSITY WORKSHOP: SPOTLIGHT ON THE ROLE OF... http://bit.ly/krwY63 ','LA'
'finally back in los angeles, i want to sleep for days. ','LA'
'im a mess, i guess. ','LA'
'So sweet! A child discovers one of Kusamas infinite dot rooms at @mattressfactory: http://bit.ly/mdSHUq (via @hyperallergic) ','NY'
'just another day in hollywood with vanilla iced coffee and sunshine. love life. ','LA'
'Happy Star Wars Day everybody. May the 4th be with you! ','LA'
'#losangeles #jobs Center Shipping Coordinator - FedEx Office -  Los Angeles, CA  http://bit.ly/gbez4c ','LA'
'#losangeles #jobs Center Shipping Coordinator - FedEx Office -  Los Angeles, CA  http://bit.ly/9JzdOH ','LA'
'#educationjobs Curriculum Developer - Adult Education - Laureate Global Products and Services (formerly Laureate...  http://bit.ly/fKMPPx ','LA'
'On my way to Union ','NY'
'#NSNweekend @GoogleChrome theme now available! RSVP to #NSNweekend and get all-access to exclusive party favors: http://j.mp/NSNweekend ','LA'
'@BieberJeebies Whats our goal today? #NSNweekend #NSNweekend #NSNweekend #NSNweekend ','LA'
'RT Pls!!! #NSNWeekend #NSNWeekend #NSNWeekend #NSNWeekend #NSNWeekend #NSNWeekend #NSNWeekend #NSNWeekend #NSNWeekend keep it trending ','LA'
'Purple cupcakes recipe is now available! RSVP to #NSNweekend and get an all-access pass to exclusive party favors: http://j.mp/NSNweekend ','LA'
