'text','place_name','place_full_name','place_country','screen_name'
'Im at Advanced Technology Education Center (ATEC) (Central Penn College, Valley Rd, Summerdale) http://4sq.com/kAXiEH ','Paxtonia','Paxtonia, PA','United States','mhannaford'
'TEAM FOLLOW BACK ','Tallahassee','Tallahassee, FL','United States','MIAMIBACKBONE'
'Postei hoje! confiram ! http://www.interativamagazine.com/2011/05/nanotecnologias/ ','Belo Horizonte','Belo Horizonte, Minas Gerais','Brasil','Michelangelo_im'
'@Reinoud95 rein ik daag jou uit om 40k tweets in 1 week te halen! op zn minst 36k oke? :D ','Rotterdam','Rotterdam, South Holland','The Netherlands','MikeMWP'
'Please watch this video about Anaiah Rucker. We are working out a program to help her. Ill keep you posted. http://t.co/tk8aXr9 ','Henderson','Henderson, NV','United States','MikeTyson'
'Flora Grubb Gardens http://twitpic.com/2j4ycl ','Granada','Granada, Granada','Spain','mike_matas'
'Everybody Follow My Bae @PEANUTGOTTI #TEAMFOLLOWBACK ','Snellville','Snellville, GA','United States','MilanREDD'
'@ghadeerUSA       ...     ','Stockholm','Stockholm, Stockholm','Sweden','MinaNaguib90'
'@jacksonrangel visita ? http://lucascapellao.tumblr.com/ ','Garibaldi','Garibaldi, Rio Grande do Sul','Brasil','MinhasRefIexoes'
'Hai cantikk@nice_cumi@marinafariza@ayu_antika ','Sukolilo','Sukolilo, Kota Surabaya','Indonesia','mirzhaagustin'
'Running update: as u can see, its pretty here, what the photo doesnt show is that I just peed on my sneaker.  http://plixi.com/p/43461953 ','Washington','Washington, US','United States','mishacollins'
'Looking up some stuff for my car... Found some cool radios an body kits... Now only if my car moved!! Lol ','Brownsville-Bawcomville','Brownsville-Bawcomville, LA','United States','mitcham1818'
'knp lagi k?? semangat :) RT @wee_dwie Krisis kepercayaan diri... (_!l) ','Sukun','Sukun, Kota Malang','Indonesia','mizzzmoo'
'Decent selection of demos at #TechHub. I want to learn more about PoraOra ','Waterloo','Waterloo, London','United Kingdom','mled'
'Im at Ad Council (815 2nd Ave, 43rd Street, New York) w/ 2 others. http://4sq.com/dxQfir ','Omnicom Group Inc','Omnicom Group Inc, New York','United States','mobilematthews'
'Cuaca yang menbingunngkan http://myloc.me/jxSNg ','Kramat Jati','Kramat Jati, Jakarta Timur','Indonesia','Mochafrape'
'Anyone seeing these gmail issues? http://ow.ly/1s5ieG ','Jeffries Point / Airport','Jeffries Point / Airport, Boston','United States','modernista'
'Aaaa want it so much but I dont have self-confidence with myself. Poor me http://myloc.me/jx2YV ','Grogol Petamburan','Grogol Petamburan, Jakarta Barat','Indonesia','MonicaaGunawan'
'Kan ikke finde ud af om jeg hader eller elsker folk der siger Gst i stedet for Ghost ... ','Nxe6stved','Nxe6stved, Zealand','Denmark','MonicaMolin'
'Fried Chicken and Biscuits :) (@ Knotts Berry Farm w/ 8 others) http://4sq.com/j5MYP3 ','Japantown Task Force','Japantown Task Force, San Francisco','United States','MOOelf'
'Money doesnt buy happiness.  Oh wait. Yeah it does. ','Palms','Palms, Los Angeles','United States','MOSERDAMUS'
'@I_am_fuckery ayeeeeeee lol ','Milwaukee','Milwaukee, WI','United States','mostwanted24'
'Some la ppl just be throwing anything on lol ','Bayview','Bayview, San Francisco','United States','MRAndrews_SB'
'FREDETTE is a machine- second half should be a show ','Santa Monica','Santa Monica, CA','United States','MrEager'
'Watchin 106&park...Cant wait til I get discovered so I can on there ','Lane-Wooster','Lane-Wooster, Akron','United States','MrSuperior3'
'#FREEBANGG. ','Maryland','Maryland, US','United States','MsMill_Deww'
'Est rolando agora no @piorlance um Tablet Motorola Xoom Com Android 3.0, 32 GB HD, 1GB Ram, CPU Dual Core, HDMI e USB http://j.mp/jnSkp7 ','Maringxe1','Maringxe1, Paranxe1','Brasil','mundocanibal'
'RT @museweb & @mlaffs: When Churchill was asked to cut arts funding in support of the war effort, he asked then what are we fighting for? ','New York City','New York City, NY','United States','MuseumModernArt'
'Jornalistas na chegada da Feira do Livro em Santa Maria   @ Antiga Reitoria Da UFSM http://instagr.am/p/D1O0n/ ','Santa Maria','Santa Maria, Rio Grande do Sul','Brasil','mvbill'
'@motas_WH how lameeeeee! D: ','El Paso East','El Paso East, TX','United States','myriam_aiLabiu'
'after midnight app testing - http://moby.to/0ez8qa ','Amsterdam','Amsterdam','The Netherlands','Nalden'
'            ()... http://altergeo.ru/p/23311 ','Moscow','Moscow, Moscow','Russia','NarkoMarkin'
'Se o Ita ligar para vc, oferecendo um informativo sem custos, DESLIGUE O TEL. Eles enviam em 1 semana um ITAUCARD e na outra j vem fatura! ','Mxf3oca','Mxf3oca, Sxe3o Paulo','Brasil','NathaliaFerrari'
'We are #DONE forgood. Fuck u and then ur gunna try to talk to me? Nahh bro #maddd imma turee ','New York','New York, US','United States','nbnydtsoccer14'
'just Hn? RT @official_uchiha: Hn RT nccca: I did. RT @official_uchiha: Close your eyes ','Setia Budi','Setia Budi, Jakarta Selatan','Indonesia','nccca'
'menggilaaaaaa ()() http://myloc.me/jxE3M ','Astana Anyar','Astana Anyar, Kota Bandung','Indonesia','ndiepinkygirl'
'so wats the problem wit facebook....??? uhhh ','Louisville','Louisville, KY','United States','NeChe_Confianza'
'@izzynobre Se mata ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','NerdsKamikaze'
'I look like miley. Cyrus.   IM MILEY CYRUS. #based #basedgod @LILBTHEBASEDGOD ','Forest Hill','Forest Hill, TX','United States','NileEarlsWeb'
'Bom dia turer (: ','Mairiporxe3','Mairiporxe3, Sxe3o Paulo','Brasil','nimazuchelli'
'Serko @mobiledivide - thanks for organizing another great #meetup of @nycmobileapps #nycma ','Manhattan','Manhattan, NY','United States','nlcnyc'
'#2ndFriday @ Fred Jones Jr Museum of Art http://gowal.la/c/3JjEY ','Norman','Norman, OK','United States','NormanArts'
'@1belino2belino ihihihih ','Vigo','Vigo, Pontevedra','Spain','nosuchuser'
'Getting ready for #NSNweekend! ','Hollywood Hills','Hollywood Hills, Los Angeles','United States','NSNweekend'
'@KrielkipNL DUO is de eigenaar van de kaart, hun site biedt uitkomst, zie hier http://bit.ly/mPsxXM Fijne #NS treinreis ','Utrecht','Utrecht','The Netherlands','NS_online'
'huuuah senin UAN -.- http://www.koprol.com/s/1V46P ','Sukun','Sukun, Kota Malang','Indonesia','nurul_aku'
'Yup sorry. come get the people in shaving cream. The best fun fun fun fun fact: I love beautiful girls.  http://t.co/uhLMjEC ','Starkville','Starkville, MS','United States','okimmydee'
'Tuiteando mientras @snake350 molesta a @luisnux ','Guadalajara','Guadalajara, Jalisco','Mexico','olvera9'
'mari tidur besok harus berangkat pagi2 ','Sidoarjo','Sidoarjo, Sidoarjo','Indonesia','onadhiar'
'Just posted a photo  @ Seehaus im Englischen Garten http://instagr.am/p/CldNV/ ','Munich','Munich, Munich','Germany','OnkelKurti'
'@KalimbaMX Sigue adelante nio, y regalanos pronto el privlegio de verte arriba del escenario. Bendiciones ','Hermosillo','Hermosillo, Sonora','Mexico','ortizjeanette'
'Time-table Paul Elstak @ Outland, Rotterdam online: http://hyv.es/h5AcHq  @ Outland - Rotterdam ','Het Lage Land','Het Lage Land, Rotterdam','The Netherlands','Outland_Rdam'
'cowo itu deket sama yang namanya obral kata manis ','Kota Tangerang','Kota Tangerang, Banten','Indonesia','PacarDanSahabat'
'Eu no colo! Apenas pego pistas para reflexo com os colegas. ','Castelo','Castelo, Espxedrito Santo','Brasil','PaIavras'
'god, imagine her belly? full of butterflies or what ','Harlow','Harlow, Essex','United Kingdom','paigleek'
'Tudo vai dar certo no final. E se no der certo, pelo menos vai ser engraado. - Comer Rezar Amar ','Janaxfaba','Janaxfaba, Minas Gerais','Brasil','partesdelivros'
'I just ousted @mzmegaa as the mayor of SMAN 9 BINSUS MANADO on @foursquare! http://4sq.com/cxp4oc ','Sario','Sario, Kota Manado','Indonesia','patriciacynthia'
'In the studio me n slim http://t.co/0c3ifo6 ','Lakeview','Lakeview, Dayton','United States','patron937'
'I want to win a MacBook Air, Xbox 360, Three MiFi and more! http://bit.ly/hEfKaV from @recombu and #Three for a very #ThreeMiFiChristmas ','East Cambridgeshire','East Cambridgeshire, Cambridgeshire','United Kingdom','Paul_Conway'
'Bom Dia amores, td bem com vcs? ','Praia Grande','Praia Grande, Sxe3o Paulo','Brasil','pelanzameuanjoo'
'RT Deskundigheid en persoonlijke aandacht. @Proctologie We willen graag meer weten over werkgroep Goud in Handen van #SBP #Durftevragen ','Huizen','Huizen, North Holland','The Netherlands','PelvicMotion'
'helo tweeps :) baru join di twitter nih ~ ','Jakarta Capital Region','Jakarta Capital Region, Indonesia','Indonesia','petikan_buku'
'mandiiiiiiiiiiiiiii /_ im the pyramid /_ ','Jakarta Capital Region','Jakarta Capital Region, Indonesia','Indonesia','petrapanjaitan'
'@Linnheuvelmans Ja. Ik heb lekker gewerkt. ','Rotterdam','Rotterdam, South Holland','The Netherlands','pieci00'
'murid kencing bersama gurunyaRT @loungekaskus: Guru kencing berdiri, murid kencing ber...???? http://kask.us/8244670 ','Cimanggis','Cimanggis, Depok','Indonesia','pipinbolang27'
'Im at Trningsvrket in Malmo http://gowal.la/c/3nrpS ','Malmo','Malmo, Skxe5ne','Sweden','pjedlund'
'Those who cannot remember the past are condemned to repeat it. ','Downtown Plano','Downtown Plano, Plano','United States','planomike'
'Good Morning, Good Afternoon, Good Evening World!!!! Love GOD and Love Everyone at all times. Pleasure Ellis ','Jacksonville','Jacksonville, FL','United States','PleasureEllis'
'@AlexanderRink Lijkt op een 1 april grap. Ik zou contact opnemen met de afzender politie Utrecht. ','Utrechtse Heuvelrug','Utrechtse Heuvelrug, Utrecht','The Netherlands','PolitieKLPD'
'RT @andjohan: Jeg leder efter en #umbraco-udvikler til et projekt meget snart. DM mig eller mail p andreas@klean.dk. RT meget gerne. ','Bogholdergxe5rdens','Bogholdergxe5rdens, Copenhagen','Denmark','porcupinex'
'at a rebecca black vai pro rock in rio e eu no ','Janaxfaba','Janaxfaba, Minas Gerais','Brasil','porracaio'
'@postsecret last night was worth the drive from Canada! Frank, thanks for taking the time to listen to me talk afterwards. RT@vivianchongg ','Maryland','Maryland, US','United States','postsecret'
'@xkweerienuh kan dat niet worden bijgezet dan? o: hij staat je nmlk wel c: ','Haren','Haren','The Netherlands','pr0w'
'BLAH BLAH BLAH!.......x ','Langbourn','Langbourn, London','United Kingdom','PrettiMandi'
'lunch by rain... (@ Bank BRI Jepara) http://4sq.com/9whffb ','Jepara','Jepara, Jepara','Indonesia','Priangga'
'A vida me ensinou a dizer adeus s pessoas que amo, sem tir-las do meu corao (Charles Chaplin) @DayNazzi #ForaDay ','Mogi das Cruzes','Mogi das Cruzes, Sxe3o Paulo','Brasil','priyumifujimoto'
'ga nieuwe ava zetten ','Station-Zuid WTC','Station-Zuid WTC, Amsterdam','The Netherlands','progico'
'@GangstaBooQOM i wss thinking the same thing, his shits almost gone!!! ','Churchill','Churchill, PA','United States','QuayMaclipGloss'
'I just ousted @alfreedtech as the mayor of Sushi Grill Intercon  on @foursquare! http://4sq.com/9biFnu ','Kembangan','Kembangan, Jakarta Barat','Indonesia','RadjaMesoem'
'vou dormir, beijos ','Cascavel','Cascavel, Paranxe1','Brasil','rafa_rebellato'
'Finally after chick check I can eat.. Yumm (@ KFC Hasanuddin  International Airport) http://4sq.com/kQQCct ','Gambir','Gambir, Jakarta Pusat','Indonesia','ramabizkid'
'#nowplaying pergilah kasih by @MarsyaManopo http://myloc.me/jyTC1 ','Ciputat','Ciputat, Tangerang','Indonesia','Ramu_Sisayra'
'@Juliia_klein Saiu e me largou falando sozinho hein mocinhaa! hehehehehehehe ','Bauru','Bauru, Sxe3o Paulo','Brasil','RaphaEsmeraldi_'
'Welcome to the danger zone!!!!!! ','Santos','Santos, Sxe3o Paulo','Brasil','raphamedinaxD'
'@Sophia_Maciel Ow, super pra ir pra l! Hoje  outro pico, tem que ser! E sem rols por ai... kosaoksaoks ','Balnexe1rio Camborixfa','Balnexe1rio Camborixfa, Santa Catarina','Brasil','RawrIsrael'
'Im at Hilton Tampa Airport Westshore Hotel (2225 North Lois Avenue, Boy Scout Blvd, Tampa) http://4sq.com/kH7Wn4 ','Hilton Tampa Airport Westshore','Hilton Tampa Airport Westshore, Tampa','United States','ReallyTevo'
'@starlyshop   ~~ ','Midtown Center','Midtown Center, New York','United States','Realtaeyang'
'Go Ahead OKC #goodgame , Memphis #Wtf you lost #badgame ','Georgia','Georgia, US','United States','RedBPlay'
'Dont be saying shit that aint true ','Palmdale','Palmdale, CA','United States','ReluctantRobert'
'Happy hour dos campeos!! *rs (@ Donatello Pizzaria) [pic]: http://4sq.com/mPRPhj ','Londrina','Londrina, Paranxe1','Brasil','reverbcity'
'@DonLevz yeah g its going in though. Im due to cause a scene http://myloc.me/jcl6N ','Croydon','Croydon, London','United Kingdom','RhysRozay'
'Pengen ntn gnomeo & juliet &gt;,&lt; ','Lakarsantri','Lakarsantri, Kota Surabaya','Indonesia','riacious'
'America lets go baby yeah buddy ! ','California','California, US','United States','RiCARDO_GTL'
'@ThabataViana  Boa noite!! Foras e se est muito cansada, deita e pe a cabea no lugar, descansar faz parte do processo!! =D Boa noite!! ','Caicxf3','Caicxf3, Rio Grande do Norte','Brasil','ricky_wylde'
'Jenguk orang sakit rame !  (_)..  http://myloc.me/iEPy6 ','Ciputat','Ciputat, Tangerang','Indonesia','riskaputrilebe'
'Wil je de nieuwsbrief van het Rode Kruis afdeling Walcheren ontvangen? Mail naar walcheren@redcross.nl ','Zeeland','Zeeland, The Netherlands','The Netherlands','RKWalcheren'
'Waz up Twitter, im new so anybody hit me up ','Biloxi','Biloxi, MS','United States','RobertMcIntyre1'
'Hej Stockholm! (@ Stockholm Centralstation w/ 6 others) http://4sq.com/i94jxz ','Stockholm','Stockholm, Stockholm','Sweden','robert_edlund'
'Ronaldo mahir kali..wow [Like it? http://goo.gl/aZJ3O ] ','Medan Maimun','Medan Maimun, Kota Medan','Indonesia','Rode_CONDORR'
'Im at Tashas Caf (Morningside Shopping Center, Rivonia Road, Morningside) http://4sq.com/k41CQa ','Sandton','Sandton, Gauteng','South Africa','rolyman'
'   . PS: Location :D ','u041cu043eu0441u043au0432u0430','u041cu043eu0441u043au0432u0430, u041cu043eu0441u04','u0420u043eu0441u0441u0438u044f','RomaTweetcorn'
'Srio. Esse indiano, Dr. Pillai, sabe alguma coisa q a gente no sabe. http://www.youtube.com/user/DattatreyaSivaBaba#p/a/f/1/w-q8ATFWjuU ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','rosana'
'to em sp, calor dos infiernos D: ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','roshiin'
'New blog post: Open Letter To An STO Bus Driver http://bit.ly/gh0oDD. Im shaking from the cold and with rage. #Gatineau ','Ottawa','Ottawa, Ontario','Canada','RossBrownfoot'
'Shooting a taser is hard. Its tough to shoot around the BMX. @RobBreakenridge ','Toronto','Toronto, Ontario','Canada','RoyceKoop'
'eu s vou ser feliz o dia q eu meteoro cair na sua cabea! #morrediabo ','Terra Rica','Terra Rica, Paranxe1','Brasil','ryan_rooutz'
'(.) ( )  RT @HEYDIIRISA: aneh ! RT @rzalranger: wleeekk -,- RT @HEYDIIRISA: kangen sm sape jal ? alfan ? ckckck baru tau gw ','Kota Bandung','Kota Bandung, West Java','Indonesia','rzalranger'
'Wen She Say I love you During Sex #SheWantsTheDickDEEPER ','North Plainfield','North Plainfield, NJ','United States','SAMTheEnigma'
'roti maryame enak (@ Aquanos cafe) http://4sq.com/fUEjTW ','Dau','Dau, Malang','Indonesia','santonsujarwo'
'You are scared to death to the degree that you put your glory in something that can die. - Tim Keller ','Conway','Conway, Orlando','United States','sarahbethwesley'
'Perbaikan gizi Mujaer bakar ayam kremes cah kangkung lalaban teh manis () http://myloc.me/jrZWm ','Ciputat','Ciputat, Tangerang','Indonesia','sasanicola'
'@maleo a bit of loaf if looks like =] ','Birmingham','Birmingham, Birmingham','United Kingdom','seannr87'
'Develop your IT Career with online certification courses from Microsoft , Cisco and others - http://www.secureadvice.co.uk/product.php ','Saint Albans','Saint Albans, Hertfordshire','United Kingdom','SecureAdvice'
'Hhe,iya RT @Sha_Margareth: @seilafmbatam eiiih k @Aya_Rhine lagi yg On air :D http://myloc.me/jLFDs ','Sekupang','Sekupang, Kota Batam','Indonesia','seilafmbatam'
'Ive succumbed to the tweet. Never thought I would....hence the phrase, never say never! ','Annapolis','Annapolis, MD','United States','seleysellshomes'
'semangat amat ceritanya ','Kedaton','Kedaton, Kota Bandar Lampung','Indonesia','selkosan'
'Nunca feche os olhos para o mundo, pois h pessoas no mundo que esperam o seu olhar. ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','SensibiIidade'
'Just stopping to get a little mini snack ;) (@ Krystal) http://4sq.com/mJJQnf ','Krystal Burgers','Krystal Burgers, Columbus','United States','sexiprince09'
'Copenhagen is such a quiet city. Its time 4 me 2 sleep after a long & exhausting day. Proud I finished reading book during flight #Inkitab ','Copenhagen','Copenhagen, Capital Region','Denmark','Shad84'
'@DeezyMarie2 im talking bout my eyes lol ','Philadelphia','Philadelphia, PA','United States','Sha_Beezie20'
'Makasih :) RT @1031Genfmsby: #yangdiputarsekarang @sheilaon7 Mudah Saja #SO7Berlayar ','Kebon Jeruk','Kebon Jeruk, Jakarta Barat','Indonesia','sheilaon7'
'buang buang waktu aku aja ihhh ... http://www.koprol.com/s/1TeFn ','Ngamprah','Ngamprah, Bandung','Indonesia','sherlyy_bagea'
'RT @crimperman: @shipoffoolscom: So when I said I wanted to jump ship - I wasnt meaning ship of the desert! http://is.gd/pjn5e7 ','Mayfair','Mayfair, London','United Kingdom','shipoffoolscom'
'@ouicestbelle yay! tomorrow You can listen to whatever we come up with via http://t.co/pHq7Usl ','Lambeth','Lambeth, London','United Kingdom','Shlomo'
'multiple papers to write in 2 days... ','Barracks Road','Barracks Road, Charlottesville','United States','siemprechipil'
'@remysanders hoop het nog lang niet want dan ben ik twee uur te laat! ','Gouda','Gouda, South Holland','The Netherlands','Silly297'
'O RODRIGO FICO, PORQUE TODO MUNDO ODEIA O CHRIS... FAZENU PIADA EU MAGINA ?!?!?! ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','SilvinhoDiva'
'Check out the new arrival of sexy toys... http://www.sixtyninesecrets.com ','Elmhurst','Elmhurst, New York','United States','sixtyninesecret'
'@TearSong oeh, nee, maar die wil ik nog wel eens live zien! ','Baarn','Baarn','The Netherlands','skoopnl'
'P: Qual o estilo de vcs? - R: Rock Sacana Catico Universitrio. ','Rio de Janeiro','Rio de Janeiro, Rio de Janeiro','Brasil','skorerock'
'Morning folks ','Nashville','Nashville, TN','United States','sloanb'
'@xxstefaniexxx zei je zelf xD ','Schouwen-Duiveland','Schouwen-Duiveland, Zeeland','The Netherlands','sloert'
'#Photo : @dickymprasetyo tampak samping. Haha. () http://plixi.com/p/96999875 ','Central Borneo','Central Borneo, Indonesia','Indonesia','SMASHBJM'
'lalalalalaa ','East Java','East Java, Indonesia','Indonesia','SMASHBojonegoro'
'At work (@ Dyanne Beekman Headquarters) http://4sq.com/gwJcVx ','Amsterdam','Amsterdam','The Netherlands','snaaij'
'kumerindu . Cuih lebay *ketawasendiri* http://www.koprol.com/s/1X2CW ','Tangerang','Tangerang, Kota Tangerang','Indonesia','sofyanWN'
'This morning is a master blend of work, friends and Guatemalan coffee. (@ sips downtown kaf) http://4sq.com/eSJ7pc ','Starbucks Coffee','Starbucks Coffee, Shawnee','United States','SoldonShawnee'
'Im at Arniston http://4sq.com/hEjPEO ','Arniston','Arniston, Western Cape','South Africa','SophieMayer'
'Hahaha, follow @Queen_UK !! The most hilarious tweets about the #RoyalWedding RT: @Queen_UK - OK, back to the Palace. #ginoclock ','Bxe6rum','Bxe6rum, Akershus','Norway','sophiesvestadio'
'You Niggas Aint Fucking With Me ','Old Mountain View','Old Mountain View, Mountain View','United States','sour_dz_pbc'
'TOP 3 AIR SAX JAMS: JAMES PANTS- ALONE, DEERHUNTER-CORONADO, DURAN DURAN- RIO (12 DANCE MIX) ','Atlanta','Atlanta, GA','United States','SouthCackNeezy'
'Difference between a big club and a small club. For Arsenal 2nd = failure. For Tottenham 4th = overwhelming success. #COYG #FOYS ','North Somerset','North Somerset, North Somerset','United Kingdom','southwestgooner'
'Living school now half a day/ Obama on Monday coming to my school chec..mad I was elected ','Washington','Washington, DC','United States','Special_Summer'
'Ready for the Battle of Flowers Parade? We are! #GoSpursGo http://picplz.com/QvT8 ','Memphis','Memphis, TN','United States','spurs'
'kyapa leh ng tatawa?....RT@christi_nesa Hahahahahh XD RT @Stanly_Kiraling: Ehh brooo.. (~) RT @guntur_jefri: Ehm. . ','Malalayang','Malalayang, Kota Manado','Indonesia','Stanly_Kiraling'
'Waking up to @chiodos as an alarm is a great start to my day! Cant wait for next friday dudes!! ','Socastee','Socastee, SC','United States','stephiodos'
'Im at Casa Obet (Groningen) http://4sq.com/fyMh34 ','De Groene Weyde','De Groene Weyde, Groningen','The Netherlands','stevie_k'
'Marketers Use Predictive Analytics Crystal Ball to Acquire and Retain More Customers http://on.mktw.net/aqCDzO ','Downtown Miami','Downtown Miami, Miami','United States','subliminalpixel'
'Lying in bed watching Dragonball GT, early shift tomorrow! (@ New Cumnock) http://4sq.com/ifw5Ak ','East Ayrshire','East Ayrshire, East Ayrshire','United Kingdom','sunnythesurf'
'Met makan @viEnnaivaNa :-* (@ Leko Spesialis Iga Sapi Penyet) http://4sq.com/le8JOP ','Gubeng','Gubeng, Kota Surabaya','Indonesia','surgum86'
'Why we gotta buy glock nines just to stay alive? ','San Leandro','San Leandro, CA','United States','swaggteamlife'
'LIGHT* ','Porto Alegre','Porto Alegre, Rio Grande do Sul','Brasil','sweetmarichi'
'Ia ephi tugh setan RT @evishartyka: Dasar iblis :PRT @SYAIFULroriss: Dasar setan &gt;:O http://myloc.me/i9ilI ','Cilincing','Cilincing, Jakarta Utara','Indonesia','SYAIFULroriss'
'Eigenwoningbezit als extra spaarpot voor de oude dag? Vandaag bij www.pensioenexpeditie.nl ','Amsterdam','Amsterdam, North Holland','The Netherlands','syntrusvastgoed'
'Im at Bar-Restaurant zur Schmyede (Hauptplatz 15, Oberpullendorf) http://4sq.com/mvb9qw ','Oberpullendorf','Oberpullendorf, Oberpullendorf','Austria','szda'
'(@  (Akihabara Sta.) w/ @estateocchi) http://4sq.com/iSARxy ','Utsunomiya City','Utsunomiya City, Tochigi','Japan','tabun_ne_'
'2050Covance342,500 ','Nuuanu - Punchbowl','Nuuanu - Punchbowl, Honolulu','United States','tambao2011'
'@CokeWhore Im ready ','Sacramento','Sacramento, CA','United States','tatumnlove'
'meu domingo foi: nadar dormir ','Sxe3o Paulo','Sxe3o Paulo, Sxe3o Paulo','Brasil','Ta_keshi'
'acabei de coomer muito t gorda :( ','Belo Horizonte','Belo Horizonte, Minas Gerais','Brasil','thayslopez'
'@nataliamazzuchi VEI QUE QUE SE VAI FAZE NA ESCOLA A TARDE HOJE? PQP EM ','Sxe3o Carlos','Sxe3o Carlos, Sxe3o Paulo','Brasil','Thecomedown_'
'@LiveLoveSparkle Lol. I was treated. ','Bennsville','Bennsville, MD','United States','TheKiddJMal'
'@MusicDM @lytej Sure can at www.reverbnation.com/theresaleoniy or my web site at www.theresaleoniy.com  Have a blessed day & enjoy my music. ','Williamsburg Hamlet','Williamsburg Hamlet, Houston','United States','TheresaLeoniy'
'Peuters in achterhoek onder druk (@ Dorpsschool Halle) http://4sq.com/i3zsjE ','Doetinchem','Doetinchem, Gelderland','The Netherlands','thetaub'
'Want 2 tickets to tonights show in Kansas City, MO? Tweet about my new EP using this link http://j.mp/dU5Ol6 & 1 person will randomly win. ','Kansas City','Kansas City, MO','United States','thetylerbryant'
'Im at LA lights Bruno Mars Concert (Istora Senayan, Jakarta Capital Region) w/ 41 others http://4sq.com/dTmGtc ','Kebayoran Lama','Kebayoran Lama, Jakarta Selatan','Indonesia','Thompson_smith'
'Just got to @Hanselprincipe s party &lt;3 ','New York','New York, NY','United States','tiffdiamonds131'
'Im at Blanchards (103 Harvard Ave, Brighton Ave, Allston) http://4sq.com/f8gv72 ','Hooters','Hooters, West Springfield','United States','Tigersmith'
'Fleet Foxes still got it http://goo.gl/Gt0cJ ','Stamford Hill','Stamford Hill, London','United Kingdom','timwalker'
'Cloud computing is not without its risks - Hootsuite and Foursquare are having a little break this morning. http://on.mash.to/her9W1 ','Downtown Vancouver, BC','Downtown Vancouver, BC, Greater Vancouver','Canada','Tim_Swanson'
'Guess whos stuck in New Mexico??? ','Grants','Grants, NM','United States','TinaLynn_'
'Esse professor(a) no gosta de mim. #TodoAluno ','Morlupo','Morlupo, Rome','Italy','TodoAlunno'
'@LinziLou_x How do you add your location and get it to change when you go somewhere else on the iPhone? ','Hillingdon','Hillingdon, London','United Kingdom','Tom91Gunner'
'iPhone offline -&gt; iPad online = bereikbaar via Twitter en Mail. Op naar de #AutoRAI ','Groningen','Groningen, Groningen','The Netherlands','tomroos'
'um bom dia a todos os twitteros.. ','Houston','Houston, TX','United States','tom_nyck'
'Did you miss Trace on Fox and Friends this Morning! Well you can watch it now. http://bit.ly/TAFoxApril11TW ','Nashville','Nashville, TN','United States','TraceAdkins'
'Goooooooooooooooooooooooooooooood Night & Gooooooooooooooooooood Bless My Followers Love Yall ','Atlanta','Atlanta, GA','United States','TreatWomenRight'
'- Al, voc vai pegar onibus? - Vou, por que? -  que voc t no ponto! (@CantadasFodas) #TrotesFail ','Goixe2nia','Goixe2nia, Goixe1s','Brasil','Trotesfail'
'ESTOU INDO PRA GANG DO IGUATEMI DE PORTO ALEGRE! FUI! ','Porto Alegre','Porto Alegre, Rio Grande do Sul','Brasil','TUDOERAS'
'O nosso especial com receitinhas para as festas de fim de ano est incrvel! http://bit.ly/fLS4Re ','Curitiba','Curitiba, Paranxe1','Brasil','Tudo_Gostoso'
'In the set with the homie @SlimisBUBBLIN ','Inglewood','Inglewood, CA','United States','TurtleSOLOco'
'Its official. After three months of testing, google voice has saved me 12 dollars per month in SMS overage fees. Next step VOIP. ','Civic Center','Civic Center, San Francisco','United States','TuskAnnihilator'
'@DMTintheCity theyve removed support for TwitLonger in their official apps. Plenty other apps fo support it: http://Twitlonger.com/apps ','North Down','North Down, North Down','United Kingdom','twitlonger'
'What tip do you most often share with people who could learn a thing or two about using Twitter? #TwitterTip ','SoMa','SoMa, San Francisco','United States','twitter'
'@CarlosWaltz Apague minha foto ento kk ','Joinville','Joinville, Santa Catarina','Brasil','uiulian'
'Check out this Hand Picked Member Collection on ArtFire.com http://bit.ly/gHEfrd Im in this beautiful collection ','Umapine','Umapine, OR','United States','valldawnsdesign'
'@yolandestrikker de rode Thaise curry was bijzonder spicy, zoals t hoort. Nablussen met pecan caramel-ijs-frambozen-balsamico en 3 kaasjes ','Rotterdam','Rotterdam, South Holland','The Netherlands','vangeest'
'Happy birthday Mom ()`) (@ Gubuk Makan Mang Engking) http://4sq.com/m6RJGq ','Gondomanan','Gondomanan, Kota Yogyakarta','Indonesia','vaniarealstar'
'@StickyFingazz_ Whats up home boi(: ','Phoenix','Phoenix, AZ','United States','VeeNastayy'
'Salah mention dut? @gorgeousdhita: Apa ini mksdnya? Wah parah, bikin iri ()  RT @veliangkos: At @jejeboo s home with @gorgeousdhita  ht ','Tanjung Priok','Tanjung Priok, Jakarta Utara','Indonesia','veliangkos'
'Hoje minha me tirou a manha ppara me irritar ','Goixe2nia','Goixe2nia, Goixe1s','Brasil','viana_miguel'
'Leven in bakkum is bad! Niet uit te houden in Castricum. Zo naar het strand - http://moby.to/7aw1ik ','Castricum','Castricum, North Holland','The Netherlands','vincente'
